SEXE,EDAT,DATA,ESDEVENIMENT,PAUTA,RECOMPTE
Home,60 a 69,18/05/2021,Hospitalització,Parcial,1
Home,60 a 69,18/05/2021,Cas,Parcial,14
Home,60 a 69,18/05/2021,Hospitalització,Completa,1
Home,60 a 69,18/05/2021,Cas,No iniciada,11
Dona,70 a 79,18/05/2021,Defunció,Completa,1
Dona,70 a 79,18/05/2021,Crítics,No iniciada,1
Dona,70 a 79,18/05/2021,Hospitalització,Parcial,1
Dona,70 a 79,18/05/2021,Hospitalització,Completa,1
Dona,70 a 79,18/05/2021,Cas,No iniciada,2
Dona,70 a 79,18/05/2021,Hospitalització,No iniciada,2
Dona,70 a 79,18/05/2021,Cas,Parcial,3
Home,70 a 79,18/05/2021,Cas,Parcial,8
Home,70 a 79,18/05/2021,Defunció,No iniciada,2
Home,70 a 79,18/05/2021,Hospitalització,Parcial,2
Home,70 a 79,18/05/2021,Cas,No iniciada,2
Home,70 a 79,18/05/2021,Cas,Completa,1
Home,70 a 79,18/05/2021,Hospitalització,No iniciada,4
Home,70 a 79,18/05/2021,Defunció,Parcial,2
Home,70 a 79,18/05/2021,Crítics,No iniciada,2
Dona,80 o més,18/05/2021,Defunció,No iniciada,1
Dona,80 o més,18/05/2021,Hospitalització,Parcial,1
Dona,80 o més,18/05/2021,Cas,Completa,3
Dona,80 o més,18/05/2021,Hospitalització,No iniciada,1
Dona,80 o més,18/05/2021,Cas,No iniciada,3
Dona,80 o més,18/05/2021,Defunció,Completa,1
Home,80 o més,18/05/2021,Cas,Completa,3
Home,80 o més,18/05/2021,Hospitalització,Parcial,1
Home,80 o més,18/05/2021,Cas,Parcial,1
Home,80 o més,18/05/2021,Hospitalització,Completa,3
No classificat,No classificat,18/05/2021,Cas,No iniciada,11
Dona,0 a 9,17/05/2021,Cas,No iniciada,38
Home,0 a 9,17/05/2021,Cas,No iniciada,31
Dona,10 a 19,17/05/2021,Crítics,No iniciada,1
Dona,10 a 19,17/05/2021,Cas,No iniciada,75
Dona,10 a 19,17/05/2021,Hospitalització,No iniciada,1
Home,10 a 19,17/05/2021,Cas,No iniciada,81
Home,10 a 19,17/05/2021,Hospitalització,No iniciada,1
Dona,20 a 29,17/05/2021,Cas,No iniciada,52
Dona,20 a 29,17/05/2021,Cas,Parcial,3
Dona,20 a 29,17/05/2021,Cas,Completa,1
Dona,20 a 29,17/05/2021,Hospitalització,No iniciada,1
Home,20 a 29,17/05/2021,Hospitalització,No iniciada,1
Home,20 a 29,17/05/2021,Cas,Parcial,3
Home,20 a 29,17/05/2021,Cas,No iniciada,55
Home,20 a 29,17/05/2021,Cas,Completa,2
Dona,30 a 39,17/05/2021,Cas,No iniciada,86
Dona,30 a 39,17/05/2021,Cas,Parcial,4
Dona,30 a 39,17/05/2021,Cas,Completa,2
Dona,30 a 39,17/05/2021,Hospitalització,No iniciada,1
Dona,30 a 39,17/05/2021,Crítics,No iniciada,1
Home,30 a 39,17/05/2021,Cas,No iniciada,65
Home,30 a 39,17/05/2021,Cas,Parcial,3
Home,30 a 39,17/05/2021,Crítics,No iniciada,1
Home,30 a 39,17/05/2021,Hospitalització,No iniciada,1
Dona,40 a 49,17/05/2021,Crítics,No iniciada,2
Dona,40 a 49,17/05/2021,Cas,No iniciada,80
Dona,40 a 49,17/05/2021,Cas,Parcial,8
Dona,40 a 49,17/05/2021,Cas,Completa,4
Dona,40 a 49,17/05/2021,Hospitalització,No iniciada,3
Home,40 a 49,17/05/2021,Crítics,No iniciada,4
Home,40 a 49,17/05/2021,Cas,Parcial,6
Home,40 a 49,17/05/2021,Cas,No iniciada,102
Home,40 a 49,17/05/2021,Hospitalització,No iniciada,6
Dona,50 a 59,17/05/2021,Cas,Completa,2
Dona,50 a 59,17/05/2021,Hospitalització,No iniciada,7
Dona,50 a 59,17/05/2021,Crítics,No iniciada,1
Dona,50 a 59,17/05/2021,Cas,No iniciada,63
Dona,50 a 59,17/05/2021,Hospitalització,Completa,1
Dona,50 a 59,17/05/2021,Cas,Parcial,2
Home,50 a 59,17/05/2021,Hospitalització,No iniciada,11
Home,50 a 59,17/05/2021,Crítics,No iniciada,3
Home,50 a 59,17/05/2021,Cas,Parcial,4
Home,50 a 59,17/05/2021,Cas,Completa,2
Home,50 a 59,17/05/2021,Cas,No iniciada,72
Dona,60 a 69,17/05/2021,Hospitalització,No iniciada,1
Dona,60 a 69,17/05/2021,Hospitalització,Parcial,1
Dona,60 a 69,17/05/2021,Cas,No iniciada,15
Dona,60 a 69,17/05/2021,Cas,Parcial,10
Dona,60 a 69,17/05/2021,Cas,Completa,3
Dona,60 a 69,17/05/2021,Crítics,No iniciada,1
Home,60 a 69,17/05/2021,Cas,No iniciada,18
Home,60 a 69,17/05/2021,Crítics,No iniciada,5
Home,60 a 69,17/05/2021,Cas,Parcial,13
Home,60 a 69,17/05/2021,Hospitalització,No iniciada,5
Home,60 a 69,17/05/2021,Defunció,No iniciada,1
Dona,70 a 79,17/05/2021,Cas,Completa,3
Dona,70 a 79,17/05/2021,Cas,Parcial,4
Dona,70 a 79,17/05/2021,Hospitalització,No iniciada,4
Dona,70 a 79,17/05/2021,Crítics,Parcial,1
Dona,70 a 79,17/05/2021,Crítics,No iniciada,1
Dona,70 a 79,17/05/2021,Cas,No iniciada,8
Home,70 a 79,17/05/2021,Cas,No iniciada,5
Home,70 a 79,17/05/2021,Hospitalització,Parcial,3
Home,70 a 79,17/05/2021,Defunció,No iniciada,1
Home,70 a 79,17/05/2021,Hospitalització,No iniciada,2
Home,70 a 79,17/05/2021,Cas,Completa,1
Home,70 a 79,17/05/2021,Cas,Parcial,6
Home,70 a 79,17/05/2021,Crítics,Parcial,1
Dona,80 o més,17/05/2021,Hospitalització,Completa,3
Dona,80 o més,17/05/2021,Cas,Completa,4
Dona,80 o més,17/05/2021,Crítics,Completa,1
Dona,80 o més,17/05/2021,Defunció,Completa,1
Home,80 o més,17/05/2021,Hospitalització,Completa,6
Home,80 o més,17/05/2021,Defunció,Completa,3
Home,80 o més,17/05/2021,Cas,No iniciada,2
Home,80 o més,17/05/2021,Defunció,No iniciada,2
Home,80 o més,17/05/2021,Cas,Completa,7
Home,80 o més,17/05/2021,Hospitalització,No iniciada,2
No classificat,No classificat,17/05/2021,Cas,No iniciada,18
Dona,0 a 9,16/05/2021,Cas,No iniciada,5
Home,0 a 9,16/05/2021,Cas,No iniciada,5
Dona,10 a 19,16/05/2021,Cas,No iniciada,22
Home,10 a 19,16/05/2021,Cas,No iniciada,29
Dona,20 a 29,16/05/2021,Hospitalització,No iniciada,1
Dona,20 a 29,16/05/2021,Cas,Completa,1
Dona,20 a 29,16/05/2021,Cas,No iniciada,10
Home,20 a 29,16/05/2021,Cas,No iniciada,20
Home,20 a 29,16/05/2021,Cas,Parcial,5
Dona,30 a 39,16/05/2021,Cas,Parcial,1
Dona,30 a 39,16/05/2021,Hospitalització,No iniciada,3
Dona,30 a 39,16/05/2021,Cas,No iniciada,19
Home,30 a 39,16/05/2021,Cas,No iniciada,27
Home,30 a 39,16/05/2021,Cas,Parcial,6
Home,30 a 39,16/05/2021,Crítics,No iniciada,1
Home,30 a 39,16/05/2021,Hospitalització,No iniciada,2
Dona,40 a 49,16/05/2021,Hospitalització,No iniciada,5
Dona,40 a 49,16/05/2021,Crítics,No iniciada,2
Dona,40 a 49,16/05/2021,Hospitalització,Parcial,1
Dona,40 a 49,16/05/2021,Cas,No iniciada,30
Home,40 a 49,16/05/2021,Cas,No iniciada,32
Home,40 a 49,16/05/2021,Cas,Parcial,5
Home,40 a 49,16/05/2021,Hospitalització,No iniciada,4
Home,40 a 49,16/05/2021,Cas,Completa,1
Dona,50 a 59,16/05/2021,Hospitalització,No iniciada,4
Dona,50 a 59,16/05/2021,Defunció,Parcial,1
Dona,50 a 59,16/05/2021,Cas,Parcial,1
Dona,50 a 59,16/05/2021,Cas,No iniciada,20
Dona,50 a 59,16/05/2021,Cas,Completa,1
Home,50 a 59,16/05/2021,Cas,No iniciada,26
Home,50 a 59,16/05/2021,Hospitalització,Completa,1
Home,50 a 59,16/05/2021,Defunció,No iniciada,2
Home,50 a 59,16/05/2021,Cas,Parcial,3
Home,50 a 59,16/05/2021,Hospitalització,No iniciada,11
Home,50 a 59,16/05/2021,Crítics,No iniciada,2
Dona,60 a 69,16/05/2021,Cas,No iniciada,6
Dona,60 a 69,16/05/2021,Crítics,Parcial,2
Dona,60 a 69,16/05/2021,Cas,Parcial,4
Home,60 a 69,16/05/2021,Cas,No iniciada,3
Home,60 a 69,16/05/2021,Crítics,No iniciada,1
Home,60 a 69,16/05/2021,Cas,Parcial,7
Home,60 a 69,16/05/2021,Hospitalització,No iniciada,6
Dona,70 a 79,16/05/2021,Cas,No iniciada,5
Dona,70 a 79,16/05/2021,Hospitalització,No iniciada,2
Dona,70 a 79,16/05/2021,Cas,Parcial,2
Dona,70 a 79,16/05/2021,Hospitalització,Completa,1
Dona,70 a 79,16/05/2021,Cas,Completa,2
Dona,70 a 79,16/05/2021,Hospitalització,Parcial,1
Dona,70 a 79,16/05/2021,Crítics,No iniciada,1
Home,70 a 79,16/05/2021,Crítics,Parcial,1
Home,70 a 79,16/05/2021,Defunció,No iniciada,2
Home,70 a 79,16/05/2021,Cas,Parcial,4
Home,70 a 79,16/05/2021,Cas,No iniciada,3
Home,70 a 79,16/05/2021,Hospitalització,No iniciada,1
Home,70 a 79,16/05/2021,Hospitalització,Parcial,2
Dona,80 o més,16/05/2021,Cas,Completa,2
Dona,80 o més,16/05/2021,Hospitalització,Parcial,1
Dona,80 o més,16/05/2021,Defunció,Completa,1
Dona,80 o més,16/05/2021,Cas,No iniciada,2
Dona,80 o més,16/05/2021,Hospitalització,Completa,3
Home,80 o més,16/05/2021,Cas,Completa,3
Home,80 o més,16/05/2021,Hospitalització,Parcial,1
Home,80 o més,16/05/2021,Defunció,Completa,1
Home,80 o més,16/05/2021,Cas,No iniciada,1
Home,80 o més,16/05/2021,Hospitalització,Completa,1
No classificat,No classificat,16/05/2021,Hospitalització,No iniciada,2
No classificat,No classificat,16/05/2021,Cas,No iniciada,2
Dona,0 a 9,15/05/2021,Hospitalització,No iniciada,1
Dona,0 a 9,15/05/2021,Cas,No iniciada,12
Home,0 a 9,15/05/2021,Cas,No iniciada,16
Dona,10 a 19,15/05/2021,Hospitalització,No iniciada,1
Dona,10 a 19,15/05/2021,Cas,No iniciada,10
Home,10 a 19,15/05/2021,Cas,No iniciada,21
Dona,20 a 29,15/05/2021,Cas,No iniciada,19
Home,20 a 29,15/05/2021,Cas,No iniciada,26
Home,20 a 29,15/05/2021,Cas,Parcial,1
Home,20 a 29,15/05/2021,Hospitalització,No iniciada,1
Dona,30 a 39,15/05/2021,Crítics,No iniciada,1
Dona,30 a 39,15/05/2021,Hospitalització,No iniciada,4
Dona,30 a 39,15/05/2021,Cas,No iniciada,27
Dona,30 a 39,15/05/2021,Cas,Parcial,1
Home,30 a 39,15/05/2021,Cas,No iniciada,18
Home,30 a 39,15/05/2021,Cas,Parcial,3
Home,30 a 39,15/05/2021,Hospitalització,No iniciada,6
Dona,40 a 49,15/05/2021,Hospitalització,No iniciada,4
Dona,40 a 49,15/05/2021,Cas,Completa,1
Dona,40 a 49,15/05/2021,Cas,No iniciada,36
Dona,40 a 49,15/05/2021,Cas,Parcial,2
Dona,40 a 49,15/05/2021,Crítics,No iniciada,1
Home,40 a 49,15/05/2021,Hospitalització,No iniciada,6
Home,40 a 49,15/05/2021,Cas,No iniciada,44
Home,40 a 49,15/05/2021,Cas,Parcial,4
Home,40 a 49,15/05/2021,Crítics,No iniciada,1
Dona,50 a 59,15/05/2021,Hospitalització,No iniciada,7
Dona,50 a 59,15/05/2021,Cas,No iniciada,20
Dona,50 a 59,15/05/2021,Hospitalització,Completa,1
Dona,50 a 59,15/05/2021,Crítics,No iniciada,1
Dona,50 a 59,15/05/2021,Cas,Parcial,2
Home,50 a 59,15/05/2021,Hospitalització,No iniciada,11
Home,50 a 59,15/05/2021,Crítics,No iniciada,4
Home,50 a 59,15/05/2021,Cas,Parcial,1
Home,50 a 59,15/05/2021,Cas,No iniciada,34
Dona,60 a 69,15/05/2021,Defunció,No iniciada,1
Dona,60 a 69,15/05/2021,Hospitalització,Parcial,1
Dona,60 a 69,15/05/2021,Cas,No iniciada,8
Dona,60 a 69,15/05/2021,Cas,Parcial,4
Dona,60 a 69,15/05/2021,Hospitalització,No iniciada,4
Dona,60 a 69,15/05/2021,Crítics,No iniciada,1
Home,60 a 69,15/05/2021,Crítics,No iniciada,2
Home,60 a 69,15/05/2021,Hospitalització,No iniciada,5
Home,60 a 69,15/05/2021,Cas,Parcial,6
Home,60 a 69,15/05/2021,Cas,No iniciada,8
Home,60 a 69,15/05/2021,Cas,Completa,1
Home,60 a 69,15/05/2021,Hospitalització,Parcial,1
Home,60 a 69,15/05/2021,Defunció,Completa,1
Dona,70 a 79,15/05/2021,Cas,No iniciada,3
Dona,70 a 79,15/05/2021,Cas,Completa,1
Dona,70 a 79,15/05/2021,Hospitalització,No iniciada,1
Dona,70 a 79,15/05/2021,Hospitalització,Completa,1
Dona,70 a 79,15/05/2021,Cas,Parcial,2
Dona,70 a 79,15/05/2021,Defunció,No iniciada,1
Home,70 a 79,15/05/2021,Crítics,No iniciada,1
Home,70 a 79,15/05/2021,Crítics,Parcial,2
Home,70 a 79,15/05/2021,Hospitalització,Parcial,2
Home,70 a 79,15/05/2021,Cas,Parcial,1
Home,70 a 79,15/05/2021,Hospitalització,No iniciada,6
Home,70 a 79,15/05/2021,Cas,No iniciada,7
Dona,80 o més,15/05/2021,Defunció,No iniciada,1
Dona,80 o més,15/05/2021,Hospitalització,No iniciada,1
Dona,80 o més,15/05/2021,Hospitalització,Completa,3
Dona,80 o més,15/05/2021,Cas,Completa,3
Home,80 o més,15/05/2021,Cas,No iniciada,1
Home,80 o més,15/05/2021,Defunció,Completa,3
Home,80 o més,15/05/2021,Cas,Parcial,1
Home,80 o més,15/05/2021,Hospitalització,No iniciada,1
Home,80 o més,15/05/2021,Cas,Completa,3
No classificat,No classificat,15/05/2021,Cas,No iniciada,3
Dona,0 a 9,14/05/2021,Cas,No iniciada,39
Home,0 a 9,14/05/2021,Cas,No iniciada,44
Home,0 a 9,14/05/2021,Hospitalització,No iniciada,1
Dona,10 a 19,14/05/2021,Hospitalització,No iniciada,2
Dona,10 a 19,14/05/2021,Cas,No iniciada,47
Home,10 a 19,14/05/2021,Cas,No iniciada,53
Dona,20 a 29,14/05/2021,Hospitalització,No iniciada,1
Dona,20 a 29,14/05/2021,Cas,Completa,1
Dona,20 a 29,14/05/2021,Cas,No iniciada,51
Dona,20 a 29,14/05/2021,Cas,Parcial,3
Home,20 a 29,14/05/2021,Cas,No iniciada,44
Dona,30 a 39,14/05/2021,Cas,Parcial,2
Dona,30 a 39,14/05/2021,Hospitalització,No iniciada,5
Dona,30 a 39,14/05/2021,Cas,Completa,1
Dona,30 a 39,14/05/2021,Cas,No iniciada,59
Home,30 a 39,14/05/2021,Cas,Parcial,1
Home,30 a 39,14/05/2021,Hospitalització,No iniciada,7
Home,30 a 39,14/05/2021,Cas,No iniciada,66
Home,30 a 39,14/05/2021,Crítics,No iniciada,1
Home,30 a 39,14/05/2021,Cas,Completa,1
Dona,40 a 49,14/05/2021,Cas,No iniciada,67
Dona,40 a 49,14/05/2021,Hospitalització,No iniciada,4
Dona,40 a 49,14/05/2021,Cas,Parcial,3
Home,40 a 49,14/05/2021,Crítics,No iniciada,1
Home,40 a 49,14/05/2021,Cas,No iniciada,73
Home,40 a 49,14/05/2021,Cas,Parcial,1
Home,40 a 49,14/05/2021,Hospitalització,No iniciada,12
Dona,50 a 59,14/05/2021,Hospitalització,No iniciada,5
Dona,50 a 59,14/05/2021,Cas,No iniciada,48
Dona,50 a 59,14/05/2021,Crítics,No iniciada,2
Dona,50 a 59,14/05/2021,Cas,Parcial,1
Home,50 a 59,14/05/2021,Cas,Parcial,3
Home,50 a 59,14/05/2021,Hospitalització,No iniciada,14
Home,50 a 59,14/05/2021,Hospitalització,Completa,1
Home,50 a 59,14/05/2021,Cas,Completa,1
Home,50 a 59,14/05/2021,Crítics,No iniciada,3
Home,50 a 59,14/05/2021,Cas,No iniciada,50
Dona,60 a 69,14/05/2021,Crítics,No iniciada,2
Dona,60 a 69,14/05/2021,Cas,Parcial,5
Dona,60 a 69,14/05/2021,Hospitalització,No iniciada,4
Dona,60 a 69,14/05/2021,Hospitalització,Parcial,2
Dona,60 a 69,14/05/2021,Cas,No iniciada,14
Home,60 a 69,14/05/2021,Crítics,Parcial,1
Home,60 a 69,14/05/2021,Cas,Completa,1
Home,60 a 69,14/05/2021,Cas,No iniciada,12
Home,60 a 69,14/05/2021,Defunció,Parcial,1
Home,60 a 69,14/05/2021,Cas,Parcial,10
Home,60 a 69,14/05/2021,Hospitalització,Parcial,3
Home,60 a 69,14/05/2021,Defunció,No iniciada,1
Home,60 a 69,14/05/2021,Hospitalització,No iniciada,3
Dona,70 a 79,14/05/2021,Cas,Completa,1
Dona,70 a 79,14/05/2021,Crítics,No iniciada,1
Dona,70 a 79,14/05/2021,Cas,No iniciada,9
Dona,70 a 79,14/05/2021,Crítics,Parcial,1
Dona,70 a 79,14/05/2021,Hospitalització,No iniciada,4
Dona,70 a 79,14/05/2021,Hospitalització,Parcial,2
Dona,70 a 79,14/05/2021,Cas,Parcial,7
Home,70 a 79,14/05/2021,Crítics,Parcial,1
Home,70 a 79,14/05/2021,Defunció,No iniciada,1
Home,70 a 79,14/05/2021,Cas,Parcial,3
Home,70 a 79,14/05/2021,Hospitalització,No iniciada,6
Home,70 a 79,14/05/2021,Cas,No iniciada,5
Home,70 a 79,14/05/2021,Hospitalització,Parcial,3
Dona,80 o més,14/05/2021,Defunció,No iniciada,1
Dona,80 o més,14/05/2021,Hospitalització,Completa,1
Dona,80 o més,14/05/2021,Cas,Completa,5
Dona,80 o més,14/05/2021,Hospitalització,Parcial,1
Home,80 o més,14/05/2021,Hospitalització,Completa,2
Home,80 o més,14/05/2021,Cas,No iniciada,1
Home,80 o més,14/05/2021,Hospitalització,No iniciada,1
Home,80 o més,14/05/2021,Defunció,No iniciada,2
Home,80 o més,14/05/2021,Cas,Completa,3
Home,80 o més,14/05/2021,Defunció,Completa,1
Home,80 o més,14/05/2021,Cas,Parcial,1
Home,80 o més,14/05/2021,Defunció,Parcial,1
No classificat,No classificat,14/05/2021,Cas,No iniciada,13
Dona,0 a 9,13/05/2021,Hospitalització,No iniciada,1
Dona,0 a 9,13/05/2021,Cas,No iniciada,33
Home,0 a 9,13/05/2021,Cas,No iniciada,30
Dona,10 a 19,13/05/2021,Cas,No iniciada,54
Home,10 a 19,13/05/2021,Cas,No iniciada,74
Dona,20 a 29,13/05/2021,Cas,Parcial,3
Dona,20 a 29,13/05/2021,Hospitalització,No iniciada,1
Dona,20 a 29,13/05/2021,Cas,No iniciada,42
Dona,20 a 29,13/05/2021,Cas,Completa,2
Home,20 a 29,13/05/2021,Cas,No iniciada,50
Dona,30 a 39,13/05/2021,Cas,Parcial,2
Dona,30 a 39,13/05/2021,Cas,No iniciada,72
Dona,30 a 39,13/05/2021,Hospitalització,No iniciada,2
Home,30 a 39,13/05/2021,Hospitalització,No iniciada,3
Home,30 a 39,13/05/2021,Crítics,No iniciada,2
Home,30 a 39,13/05/2021,Cas,Parcial,1
Home,30 a 39,13/05/2021,Cas,No iniciada,40
Home,30 a 39,13/05/2021,Cas,Completa,1
Dona,40 a 49,13/05/2021,Crítics,No iniciada,2
Dona,40 a 49,13/05/2021,Hospitalització,No iniciada,8
Dona,40 a 49,13/05/2021,Defunció,No iniciada,1
Dona,40 a 49,13/05/2021,Cas,Parcial,5
Dona,40 a 49,13/05/2021,Cas,Completa,2
Dona,40 a 49,13/05/2021,Cas,No iniciada,54
Home,40 a 49,13/05/2021,Cas,Parcial,3
Home,40 a 49,13/05/2021,Hospitalització,No iniciada,5
Home,40 a 49,13/05/2021,Crítics,No iniciada,3
Home,40 a 49,13/05/2021,Cas,No iniciada,77
Dona,50 a 59,13/05/2021,Crítics,No iniciada,2
Dona,50 a 59,13/05/2021,Cas,Parcial,1
Dona,50 a 59,13/05/2021,Hospitalització,No iniciada,7
Dona,50 a 59,13/05/2021,Cas,No iniciada,51
Dona,50 a 59,13/05/2021,Cas,Completa,3
Home,50 a 59,13/05/2021,Cas,Completa,1
Home,50 a 59,13/05/2021,Cas,No iniciada,49
Home,50 a 59,13/05/2021,Hospitalització,No iniciada,18
Home,50 a 59,13/05/2021,Defunció,No iniciada,1
Home,50 a 59,13/05/2021,Crítics,No iniciada,5
Dona,60 a 69,13/05/2021,Hospitalització,No iniciada,4
Dona,60 a 69,13/05/2021,Crítics,No iniciada,1
Dona,60 a 69,13/05/2021,Defunció,No iniciada,1
Dona,60 a 69,13/05/2021,Hospitalització,Parcial,1
Dona,60 a 69,13/05/2021,Cas,Parcial,7
Dona,60 a 69,13/05/2021,Crítics,Completa,1
Dona,60 a 69,13/05/2021,Cas,No iniciada,12
Dona,60 a 69,13/05/2021,Hospitalització,Completa,2
Home,60 a 69,13/05/2021,Hospitalització,Parcial,5
Home,60 a 69,13/05/2021,Hospitalització,No iniciada,3
Home,60 a 69,13/05/2021,Crítics,No iniciada,4
Home,60 a 69,13/05/2021,Cas,No iniciada,21
Home,60 a 69,13/05/2021,Cas,Completa,1
Home,60 a 69,13/05/2021,Cas,Parcial,8
Home,60 a 69,13/05/2021,Defunció,No iniciada,1
Dona,70 a 79,13/05/2021,Hospitalització,Parcial,3
Dona,70 a 79,13/05/2021,Hospitalització,No iniciada,8
Dona,70 a 79,13/05/2021,Cas,Parcial,12
Dona,70 a 79,13/05/2021,Cas,No iniciada,11
Dona,70 a 79,13/05/2021,Cas,Completa,2
Home,70 a 79,13/05/2021,Cas,Parcial,2
Home,70 a 79,13/05/2021,Crítics,No iniciada,1
Home,70 a 79,13/05/2021,Cas,No iniciada,17
Home,70 a 79,13/05/2021,Hospitalització,Parcial,3
Home,70 a 79,13/05/2021,Defunció,No iniciada,1
Home,70 a 79,13/05/2021,Defunció,Parcial,1
Home,70 a 79,13/05/2021,Hospitalització,Completa,2
Home,70 a 79,13/05/2021,Hospitalització,No iniciada,2
Home,70 a 79,13/05/2021,Cas,Completa,3
Dona,80 o més,13/05/2021,Cas,Completa,3
Dona,80 o més,13/05/2021,Defunció,Parcial,2
Dona,80 o més,13/05/2021,Hospitalització,Completa,1
Dona,80 o més,13/05/2021,Defunció,Completa,1
Dona,80 o més,13/05/2021,Cas,No iniciada,1
Dona,80 o més,13/05/2021,Cas,Parcial,2
Home,80 o més,13/05/2021,Hospitalització,No iniciada,1
Home,80 o més,13/05/2021,Cas,No iniciada,1
Home,80 o més,13/05/2021,Hospitalització,Completa,1
Home,80 o més,13/05/2021,Defunció,No iniciada,1
Home,80 o més,13/05/2021,Cas,Completa,3
No classificat,No classificat,13/05/2021,Cas,No iniciada,13
No classificat,No classificat,13/05/2021,Hospitalització,No iniciada,1
Dona,0 a 9,12/05/2021,Hospitalització,No iniciada,1
Dona,0 a 9,12/05/2021,Cas,No iniciada,44
Home,0 a 9,12/05/2021,Cas,No iniciada,42
Dona,10 a 19,12/05/2021,Cas,No iniciada,86
Dona,10 a 19,12/05/2021,Cas,Parcial,1
Home,10 a 19,12/05/2021,Cas,No iniciada,90
Dona,20 a 29,12/05/2021,Cas,Parcial,5
Dona,20 a 29,12/05/2021,Hospitalització,No iniciada,2
Dona,20 a 29,12/05/2021,Cas,No iniciada,55
Home,20 a 29,12/05/2021,Hospitalització,No iniciada,2
Home,20 a 29,12/05/2021,Cas,Parcial,2
Home,20 a 29,12/05/2021,Cas,No iniciada,50
Home,20 a 29,12/05/2021,Crítics,No iniciada,1
Dona,30 a 39,12/05/2021,Hospitalització,No iniciada,4
Dona,30 a 39,12/05/2021,Cas,Parcial,2
Dona,30 a 39,12/05/2021,Cas,No iniciada,63
Home,30 a 39,12/05/2021,Cas,No iniciada,59
Home,30 a 39,12/05/2021,Hospitalització,No iniciada,8
Home,30 a 39,12/05/2021,Cas,Parcial,2
Home,30 a 39,12/05/2021,Crítics,No iniciada,2
Dona,40 a 49,12/05/2021,Cas,No iniciada,91
Dona,40 a 49,12/05/2021,Cas,Completa,3
Dona,40 a 49,12/05/2021,Cas,Parcial,7
Dona,40 a 49,12/05/2021,Hospitalització,No iniciada,6
Home,40 a 49,12/05/2021,Crítics,No iniciada,1
Home,40 a 49,12/05/2021,Hospitalització,No iniciada,7
Home,40 a 49,12/05/2021,Cas,No iniciada,59
Home,40 a 49,12/05/2021,Cas,Completa,1
Dona,50 a 59,12/05/2021,Cas,Parcial,3
Dona,50 a 59,12/05/2021,Hospitalització,No iniciada,7
Dona,50 a 59,12/05/2021,Cas,Completa,1
Dona,50 a 59,12/05/2021,Cas,No iniciada,51
Home,50 a 59,12/05/2021,Defunció,No iniciada,1
Home,50 a 59,12/05/2021,Cas,Parcial,1
Home,50 a 59,12/05/2021,Crítics,No iniciada,3
Home,50 a 59,12/05/2021,Cas,Completa,1
Home,50 a 59,12/05/2021,Cas,No iniciada,73
Home,50 a 59,12/05/2021,Hospitalització,No iniciada,16
Dona,60 a 69,12/05/2021,Cas,Parcial,13
Dona,60 a 69,12/05/2021,Defunció,No iniciada,1
Dona,60 a 69,12/05/2021,Hospitalització,Parcial,2
Dona,60 a 69,12/05/2021,Hospitalització,No iniciada,2
Dona,60 a 69,12/05/2021,Cas,No iniciada,18
Dona,60 a 69,12/05/2021,Crítics,Parcial,2
Dona,60 a 69,12/05/2021,Crítics,No iniciada,2
Dona,60 a 69,12/05/2021,Cas,Completa,1
Home,60 a 69,12/05/2021,Cas,Parcial,13
Home,60 a 69,12/05/2021,Crítics,No iniciada,3
Home,60 a 69,12/05/2021,Crítics,Parcial,2
Home,60 a 69,12/05/2021,Hospitalització,No iniciada,8
Home,60 a 69,12/05/2021,Hospitalització,Parcial,3
Home,60 a 69,12/05/2021,Cas,No iniciada,12
Dona,70 a 79,12/05/2021,Cas,No iniciada,11
Dona,70 a 79,12/05/2021,Crítics,No iniciada,3
Dona,70 a 79,12/05/2021,Hospitalització,Parcial,5
Dona,70 a 79,12/05/2021,Cas,Parcial,6
Dona,70 a 79,12/05/2021,Crítics,Parcial,1
Dona,70 a 79,12/05/2021,Hospitalització,No iniciada,5
Home,70 a 79,12/05/2021,Hospitalització,No iniciada,4
Home,70 a 79,12/05/2021,Crítics,No iniciada,5
Home,70 a 79,12/05/2021,Defunció,Parcial,1
Home,70 a 79,12/05/2021,Cas,Completa,1
Home,70 a 79,12/05/2021,Hospitalització,Parcial,3
Home,70 a 79,12/05/2021,Crítics,Parcial,1
Home,70 a 79,12/05/2021,Cas,Parcial,13
Home,70 a 79,12/05/2021,Defunció,No iniciada,1
Home,70 a 79,12/05/2021,Cas,No iniciada,18
Dona,80 o més,12/05/2021,Defunció,Parcial,1
Dona,80 o més,12/05/2021,Hospitalització,Parcial,3
Dona,80 o més,12/05/2021,Cas,No iniciada,4
Dona,80 o més,12/05/2021,Crítics,Completa,1
Dona,80 o més,12/05/2021,Hospitalització,Completa,3
Dona,80 o més,12/05/2021,Cas,Parcial,3
Dona,80 o més,12/05/2021,Cas,Completa,6
Home,80 o més,12/05/2021,Cas,No iniciada,2
Home,80 o més,12/05/2021,Hospitalització,Parcial,3
Home,80 o més,12/05/2021,Cas,Parcial,3
Home,80 o més,12/05/2021,Hospitalització,Completa,3
Home,80 o més,12/05/2021,Defunció,Completa,1
No classificat,No classificat,12/05/2021,Cas,No iniciada,15
No classificat,No classificat,12/05/2021,Hospitalització,No iniciada,1
Dona,0 a 9,11/05/2021,Cas,No iniciada,44
